in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,1,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4181.png,img_4181_Front.png
30,1.7,2,12,3.44,1.21,0.73,1,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,935030.768065,img_4182.png,img_4182_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,13,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4183.png,img_4183_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,1,11,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1670.304764,img_4185.png,img_4185_Front.png
30,1.6,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1349.606635,img_4186.png,img_4186_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1230.991837,img_4188.png,img_4188_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,1,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4189.png,img_4189_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,0,9,11,3,0,9,4,1067.390655,img_4190.png,img_4190_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1067.817965,img_4191.png,img_4191_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,4,0,1,0,1,1,9,10,3,0,8,4,1067.390655,img_4192.png,img_4192_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,10,5,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,9,4,1670.304764,img_4193.png,img_4193_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,13,6,2,0,4,0,1,3,0,1,0,2,1,9,11,3,0,9,4,1066.966211,img_4194.png,img_4194_Front.png
30,1.7,2,12,3.44,1.21,0.73,1,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,935030.768065,img_4195.png,img_4195_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,4,8,11,0,10,4,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1067.390655,img_4196.png,img_4196_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4197.png,img_4197_Front.png
30,1.8,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,10,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,5,1751.635965,img_4198.png,img_4198_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,6,9,12,1,11,5,2,0,4,0,1,3,0,1,0,0,1,8,11,3,0,9,4,1670.304764,img_4200.png,img_4200_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,1,11,4,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4201.png,img_4201_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4202.png,img_4202_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,14,4,8,11,0,10,4,2,0,4,0,1,3,0,1,0,1,1,8,10,2,0,8,3,1670.304764,img_4203.png,img_4203_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,0,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4204.png,img_4204_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4205.png,img_4205_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,9,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1066.966211,img_4206.png,img_4206_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1066.966211,img_4207.png,img_4207_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,5,1669.606216,img_4208.png,img_4208_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,2,1067.817965,img_4209.png,img_4209_Front.png
30,1.6,2,12,3.44,1.21,0.73,1,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,5.9169e+6,img_4210.png,img_4210_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,3,12,6,2,0,4,0,1,3,1,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4211.png,img_4211_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,16,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4212.png,img_4212_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,1,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4214.png,img_4214_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,0,9,11,3,0,9,4,1066.966211,img_4215.png,img_4215_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.817965,img_4216.png,img_4216_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,9,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4218.png,img_4218_Front.png
30,1.7,2,12,3.44,1.20,0.72,0,0,0,0,0,0,15,7,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1228.956381,img_4219.png,img_4219_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1067.390655,img_4220.png,img_4220_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,13,2,12,5,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,9,4,1670.304764,img_4221.png,img_4221_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,2,8,11,3,0,9,4,1066.966211,img_4222.png,img_4222_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,1,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,307159.954385,img_4223.png,img_4223_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,10,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4224.png,img_4224_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4225.png,img_4225_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,0,3,0,1,0,1,1,10,10,3,0,9,4,1066.966211,img_4226.png,img_4226_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1067.390655,img_4227.png,img_4227_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,9,4,1066.966211,img_4228.png,img_4228_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,5,1066.966211,img_4229.png,img_4229_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,10,11,3,0,9,4,1066.966211,img_4230.png,img_4230_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,2,0,0,0,1,1,9,11,3,0,9,4,1066.966211,img_4231.png,img_4231_Front.png
30,1.6,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,12,4,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1350.034205,img_4233.png,img_4233_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,14,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4234.png,img_4234_Front.png
30,1.7,2,11,3.44,1.21,0.73,1,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,5.9165e+6,img_4235.png,img_4235_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,1,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,2,0,1,0,1,1,8,11,3,0,9,4,307159.529941,img_4236.png,img_4236_Front.png
30,1.7,2,12,3.42,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,6,2,0,4,0,2,3,0,0,0,1,1,8,11,3,0,9,4,1230.02153,img_4237.png,img_4237_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,12,3,0,9,4,1066.966211,img_4238.png,img_4238_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,9,4,1670.304764,img_4239.png,img_4239_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4240.png,img_4240_Front.png
30,1.7,2,11,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1669.392821,img_4241.png,img_4241_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,8,4,1067.817965,img_4242.png,img_4242_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,1,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,9,3,1067.390655,img_4243.png,img_4243_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1230.991837,img_4244.png,img_4244_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,12,2,12,6,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4245.png,img_4245_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,8,4,1067.390655,img_4247.png,img_4247_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,12,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1067.390655,img_4248.png,img_4248_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,12,2,10,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4249.png,img_4249_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,1,11,5,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1670.304764,img_4250.png,img_4250_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,5,1066.966211,img_4251.png,img_4251_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,1,11,6,2,0,4,0,1,3,0,1,0,1,0,9,11,3,0,9,4,1066.966211,img_4252.png,img_4252_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,9,9,13,2,12,6,1,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4253.png,img_4253_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1066.966211,img_4254.png,img_4254_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,1,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,307159.954385,img_4255.png,img_4255_Front.png
30,1.7,3,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,9,4,1931.223498,img_4256.png,img_4256_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,14,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4257.png,img_4257_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,2,0,1,1,8,11,3,0,9,4,1669.606216,img_4258.png,img_4258_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,9,12,3,0,9,4,1067.390655,img_4259.png,img_4259_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,1,11,5,2,0,4,0,1,3,0,0,0,1,1,9,11,3,0,8,4,1670.304764,img_4260.png,img_4260_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1669.606216,img_4261.png,img_4261_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,14,7,13,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4262.png,img_4262_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,1,0,0,0,0,14,4,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,2,307160.381696,img_4263.png,img_4263_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.817965,img_4264.png,img_4264_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,6,8,11,1,11,4,2,1,4,0,1,3,0,1,0,1,1,8,10,3,0,9,4,1067.390655,img_4265.png,img_4265_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.817965,img_4266.png,img_4266_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1669.606216,img_4267.png,img_4267_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,8,9,12,2,11,5,1,0,4,0,1,3,0,1,0,1,1,9,10,3,0,9,4,1067.390655,img_4268.png,img_4268_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,3,1066.966211,img_4270.png,img_4270_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,14,7,9,12,2,12,5,2,0,4,0,1,2,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4271.png,img_4271_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4272.png,img_4272_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,1,0,0,0,15,7,9,12,1,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,377311.631585,img_4273.png,img_4273_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4274.png,img_4274_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,2,0,0,0,1,1,8,10,3,0,9,4,1066.966211,img_4275.png,img_4275_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,1,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,377669.137759,img_4276.png,img_4276_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1066.966211,img_4277.png,img_4277_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,8,13,2,12,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4279.png,img_4279_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,6,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,0,9,11,3,0,9,4,1066.966211,img_4280.png,img_4280_Front.png
30,1.8,2,11,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1690.468073,img_4281.png,img_4281_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4282.png,img_4282_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,3,12,6,2,0,4,0,1,3,0,0,1,1,1,8,11,3,0,8,4,1230.991837,img_4283.png,img_4283_Front.png
30,1.7,3,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1931.223498,img_4284.png,img_4284_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,2,0,9,4,1669.606216,img_4285.png,img_4285_Front.png
30,1.4,2,11,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,3,12,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1294.36689,img_4286.png,img_4286_Front.png
30,1.8,2,12,3.42,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,2,0,0,0,1,1,8,11,3,0,9,4,1748.845681,img_4287.png,img_4287_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,14,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4288.png,img_4288_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,9,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4290.png,img_4290_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,0,1,9,11,3,0,9,4,1066.966211,img_4291.png,img_4291_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,1,0,16,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,37249.405507,img_4292.png,img_4292_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,0,0,1,1,9,10,3,0,8,4,1067.390655,img_4293.png,img_4293_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1670.304764,img_4294.png,img_4294_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1670.304764,img_4296.png,img_4296_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,3,11,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,8,4,1067.390655,img_4297.png,img_4297_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,1,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,37249.405507,img_4298.png,img_4298_Front.png
30,1.7,2,11,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,14,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1669.392821,img_4299.png,img_4299_Front.png
30,1.7,2,12,3.42,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,0,3,0,1,0,1,1,9,10,3,0,9,4,1230.02153,img_4300.png,img_4300_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,0,9,12,1,11,5,2,0,4,0,1,3,0,1,0,0,1,9,11,3,0,9,4,1067.390655,img_4302.png,img_4302_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,4,1067.390655,img_4304.png,img_4304_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,6,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1066.966211,img_4305.png,img_4305_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,1,11,6,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4306.png,img_4306_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,8,11,3,0,9,4,1066.966211,img_4307.png,img_4307_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,3,1067.817965,img_4308.png,img_4308_Front.png
30,1.7,2,11,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1669.606216,img_4309.png,img_4309_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1067.390655,img_4310.png,img_4310_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,8,9,13,2,12,6,1,0,4,0,1,3,0,0,0,1,1,8,11,3,0,9,4,1066.966211,img_4311.png,img_4311_Front.png
30,1.7,2,12,3.44,1.21,0.73,0,0,0,0,0,0,15,7,13,12,2,12,5,2,0,4,0,1,3,0,1,0,1,1,9,11,3,0,9,4,1066.966211,img_4312.png,img_4312_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,0,3,0,1,0,1,1,8,11,2,0,8,4,1670.304764,img_4313.png,img_4313_Front.png
30,1.7,2,11,3.43,1.21,0.73,0,0,0,0,0,0,15,7,9,12,2,12,5,2,0,4,0,0,3,0,1,0,1,1,8,10,2,0,9,4,1668.696618,img_4314.png,img_4314_Front.png
30,1.7,2,12,3.44,1.19,0.73,0,0,0,0,0,0,15,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,8,10,3,0,8,5,1067.817965,img_4315.png,img_4315_Front.png
30,1.7,2,12,3.44,1.22,0.73,0,0,0,0,0,0,14,7,9,12,2,12,5,2,0,4,0,1,2,0,1,0,1,1,9,11,3,0,9,4,1066.544633,img_4316.png,img_4316_Front.png
30,1.7,2,11,3.43,1.20,0.73,0,0,0,0,0,0,15,8,9,14,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,10,3,0,8,4,1669.392821,img_4317.png,img_4317_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,12,5,2,0,4,0,1,3,0,1,0,1,0,8,11,3,0,9,4,1670.304764,img_4318.png,img_4318_Front.png
30,1.7,2,12,3.44,1.20,0.73,0,0,0,0,0,0,14,7,9,12,2,11,5,2,0,4,0,1,3,0,1,0,1,1,9,10,3,0,8,4,1067.390655,img_4319.png,img_4319_Front.png
30,1.7,2,11,3.44,1.20,0.73,0,0,0,0,0,0,15,7,9,12,1,11,5,2,0,4,0,1,3,0,1,0,1,0,8,12,3,0,9,4,1670.304764,img_4320.png,img_4320_Front.png
30,1.7,2,12,3.43,1.20,0.73,0,0,0,0,0,0,15,7,9,13,2,11,6,2,0,4,0,1,3,0,0,0,1,1,8,11,3,0,8,4,1230.991837,img_4322.png,img_4322_Front.png
